Time,x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
906 ,4947.301422,3519.753066,2755.999544,-5.144637,5.082251,2.731251
907 ,4942.144645,3524.839525,2758.736321,-5.151296,5.07751,2.727533
908 ,4936.981202,3529.921234,2761.469369,-5.157948,5.072762,2.723812
909 ,4931.8111,3534.998186,2764.198684,-5.164593,5.068007,2.720087
910 ,4926.634345,3540.070374,2766.924262,-5.171231,5.063245,2.716359
911 ,4921.450945,3545.137791,2769.6461,-5.177863,5.058476,2.712626
912 ,4916.260907,3550.200431,2772.364193,-5.184487,5.053701,2.70889
913 ,4911.064237,3555.258286,2775.078539,-5.191105,5.048918,2.705151
914 ,4905.860943,3560.311351,2777.789133,-5.197715,5.044129,2.701408
915 ,4900.651031,3565.359617,2780.495972,-5.204318,5.039333,2.697661
916 ,4895.434508,3570.403078,2783.199051,-5.210915,5.03453,2.69391
917 ,4890.211383,3575.441728,2785.898369,-5.217504,5.029721,2.690156
918 ,4884.981661,3580.475559,2788.59392,-5.224087,5.024904,2.686398
919 ,4879.745349,3585.504565,2791.285701,-5.230662,5.020081,2.682636
920 ,4874.502455,3590.528739,2793.973708,-5.23723,5.015251,2.678871
921 ,4869.252986,3595.548075,2796.657939,-5.243792,5.010414,2.675102
922 ,4863.996949,3600.562564,2799.338388,-5.250346,5.005571,2.67133
923 ,4858.734351,3605.572201,2802.015053,-5.256893,5.00072,2.667554
924 ,4853.465198,3610.576979,2804.68793,-5.263433,4.995863,2.663774
925 ,4848.189499,3615.576891,2807.357016,-5.269966,4.991,2.659991
926 ,4842.90726,3620.571931,2810.022306,-5.276492,4.986129,2.656204
927 ,4837.618488,3625.562091,2812.683797,-5.283011,4.981252,2.652414
928 ,4832.323191,3630.547365,2815.341486,-5.289522,4.976368,2.648619
929 ,4827.021375,3635.527746,2817.995368,-5.296027,4.971477,2.644822
930 ,4821.713048,3640.503227,2820.645441,-5.302524,4.96658,2.641021
931 ,4816.398216,3645.473802,2823.2917,-5.309015,4.961676,2.637216
932 ,4811.076888,3650.439464,2825.934143,-5.315498,4.956765,2.633407
933 ,4805.74907,3655.400207,2828.572765,-5.321974,4.951847,2.629595
934 ,4800.414769,3660.356022,2831.207563,-5.328442,4.946923,2.62578
935 ,4795.073992,3665.306905,2833.838533,-5.334904,4.941992,2.621961
936 ,4789.726747,3670.252848,2836.465672,-5.341359,4.937055,2.618138
937 ,4784.373041,3675.193844,2839.088976,-5.347806,4.932111,2.614312
938 ,4779.012881,3680.129888,2841.708442,-5.354246,4.92716,2.610482
939 ,4773.646275,3685.060971,2844.324066,-5.360679,4.922202,2.606649
940 ,4768.273229,3689.987088,2846.935845,-5.367104,4.917238,2.602812
941 ,4762.89375,3694.908232,2849.543775,-5.373523,4.912267,2.598972
942 ,4757.507847,3699.824395,2852.147852,-5.379934,4.90729,2.595128
943 ,4752.115526,3704.735573,2854.748073,-5.386338,4.902305,2.59128
944 ,4746.716794,3709.641757,2857.344434,-5.392735,4.897315,2.587429
945 ,4741.31166,3714.542942,2859.936933,-5.399124,4.892317,2.583575
946 ,4735.900129,3719.43912,2862.525565,-5.405506,4.887313,2.579717
947 ,4730.48221,3724.330286,2865.110327,-5.411881,4.882303,2.575856
948 ,4725.057909,3729.216431,2867.691215,-5.418249,4.877286,2.571991
949 ,4719.627234,3734.097551,2870.268226,-5.424609,4.872262,2.568122
950 ,4714.190192,3738.973638,2872.841357,-5.430962,4.867232,2.564251
951 ,4708.746791,3743.844685,2875.410603,-5.437308,4.862195,2.560375
952 ,4703.297038,3748.710687,2877.975962,-5.443646,4.857151,2.556496
953 ,4697.84094,3753.571636,2880.53743,-5.449977,4.852101,2.552614
954 ,4692.378505,3758.427526,2883.095003,-5.456301,4.847045,2.548728
955 ,4686.90974,3763.278351,2885.648678,-5.462617,4.841982,2.544839
956 ,4681.434652,3768.124103,2888.198452,-5.468926,4.836912,2.540947
957 ,4675.953248,3772.964777,2890.744321,-5.475228,4.831836,2.53705
958 ,4670.465537,3777.800365,2893.286282,-5.481522,4.826753,2.533151
959 ,4664.971525,3782.630862,2895.82433,-5.487809,4.821664,2.529248
960 ,4659.47122,3787.45626,2898.358464,-5.494088,4.816568,2.525342
961 ,4653.964629,3792.276554,2900.888679,-5.50036,4.811466,2.521432
962 ,4648.45176,3797.091736,2903.414971,-5.506625,4.806357,2.517518
963 ,4642.93262,3801.9018,2905.937339,-5.512882,4.801242,2.513602
964 ,4637.407217,3806.70674,2908.455777,-5.519132,4.79612,2.509682
965 ,4631.875557,3811.506549,2910.970283,-5.525374,4.790992,2.505758
966 ,4626.337649,3816.301221,2913.480853,-5.531609,4.785857,2.501831
967 ,4620.793499,3821.090749,2915.987484,-5.537837,4.780716,2.497901
968 ,4615.243116,3825.875127,2918.490172,-5.544057,4.775568,2.493967
969 ,4609.686507,3830.654348,2920.988914,-5.55027,4.770414,2.49003
970 ,4604.123679,3835.428406,2923.483707,-5.556475,4.765254,2.48609
971 ,4598.55464,3840.197294,2925.974547,-5.562672,4.760087,2.482146
972 ,4592.979397,3844.961006,2928.461431,-5.568863,4.754914,2.478199
973 ,4587.397958,3849.719536,2930.944356,-5.575045,4.749734,2.474249
974 ,4581.81033,3854.472876,2933.423317,-5.58122,4.744547,2.470295
975 ,4576.216521,3859.221022,2935.898313,-5.587388,4.739355,2.466337
976 ,4570.616538,3863.963965,2938.369338,-5.593548,4.734156,2.462377
977 ,4565.01039,3868.7017,2940.836391,-5.599701,4.72895,2.458413
978 ,4559.398082,3873.434221,2943.299468,-5.605846,4.723739,2.454446
979 ,4553.779624,3878.161521,2945.758565,-5.611983,4.71852,2.450475
980 ,4548.155022,3882.883593,2948.213679,-5.618113,4.713296,2.446501
981 ,4542.524284,3887.600432,2950.664806,-5.624236,4.708065,2.442524
982 ,4536.887418,3892.31203,2953.111945,-5.63035,4.702827,2.438544
983 ,4531.244432,3897.018382,2955.55509,-5.636458,4.697584,2.43456
984 ,4525.595332,3901.719481,2957.994239,-5.642557,4.692334,2.430573
985 ,4519.940127,3906.415321,2960.429388,-5.648649,4.687077,2.426582
986 ,4514.278823,3911.105896,2962.860534,-5.654734,4.681815,2.422589
987 ,4508.61143,3915.791198,2965.287675,-5.66081,4.676546,2.418592
988 ,4502.937954,3920.471222,2967.710805,-5.66688,4.67127,2.414591
989 ,4497.258403,3925.145962,2970.129924,-5.672941,4.665989,2.410588
990 ,4491.572785,3929.815411,2972.545026,-5.678995,4.660701,2.406581
991 ,4485.881107,3934.479563,2974.956108,-5.685041,4.655407,2.402571
992 ,4480.183377,3939.138411,2977.363169,-5.69108,4.650106,2.398557
993 ,4474.479602,3943.791949,2979.766203,-5.697111,4.644799,2.394541
994 ,4468.769791,3948.440172,2982.165208,-5.703134,4.639486,2.390521
995 ,4463.053952,3953.083072,2984.560181,-5.70915,4.634167,2.386498
996 ,4457.33209,3957.720643,2986.951119,-5.715158,4.628841,2.382472
997 ,4451.604216,3962.35288,2989.338017,-5.721158,4.623509,2.378442
998 ,4445.870335,3966.979775,2991.720873,-5.72715,4.618171,2.374409
999 ,4440.130456,3971.601323,2994.099685,-5.733135,4.612827,2.370373
1000 ,4434.384587,3976.217517,2996.474447,-5.739112,4.607476,2.366334
1001 ,4428.632735,3980.828352,2998.845158,-5.745082,4.602119,2.362292
1002 ,4422.874909,3985.43382,3001.211814,-5.751043,4.596756,2.358246
1003 ,4417.111115,3990.033916,3003.574412,-5.756997,4.591387,2.354197
1004 ,4411.341362,3994.628634,3005.932948,-5.762943,4.586011,2.350145
1005 ,4405.565657,3999.217966,3008.287419,-5.768881,4.58063,2.34609
1006 ,4399.784008,4003.801908,3010.637823,-5.774812,4.575242,2.342031
1007 ,4393.996423,4008.380453,3012.984156,-5.780735,4.569848,2.33797
1008 ,4388.20291,4012.953594,3015.326415,-5.78665,4.564448,2.333905
1009 ,4382.403477,4017.521326,3017.664597,-5.792557,4.559041,2.329837
1010 ,4376.598131,4022.083642,3019.998697,-5.798456,4.553629,2.325766
1011 ,4370.78688,4026.640536,3022.328715,-5.804348,4.54821,2.321692
1012 ,4364.969732,4031.192002,3024.654645,-5.810232,4.542785,2.317614
1013 ,4359.146695,4035.738034,3026.976486,-5.816108,4.537354,2.313534
1014 ,4353.317776,4040.278626,3029.294233,-5.821976,4.531917,2.30945
1015 ,4347.482985,4044.813771,3031.607884,-5.827836,4.526474,2.305363
1016 ,4341.642327,4049.343463,3033.917436,-5.833689,4.521024,2.301274
1017 ,4335.795812,4053.867697,3036.222885,-5.839533,4.515569,2.297181
1018 ,4329.943447,4058.386466,3038.524228,-5.84537,4.510107,2.293084
1019 ,4324.08524,4062.899765,3040.821463,-5.851199,4.50464,2.288985
1020 ,4318.221198,4067.407586,3043.114585,-5.85702,4.499166,2.284883
1021 ,4312.351331,4071.909924,3045.403593,-5.862833,4.493686,2.280777
1022 ,4306.475645,4076.406772,3047.688482,-5.868638,4.4882,2.276669
1023 ,4300.594149,4080.898126,3049.96925,-5.874435,4.482708,2.272557
1024 ,4294.706851,4085.383978,3052.245894,-5.880225,4.47721,2.268442
1025 ,4288.813758,4089.864323,3054.518411,-5.886006,4.471706,2.264324
1026 ,4282.914878,4094.339154,3056.786797,-5.89178,4.466196,2.260203
1027 ,4277.01022,4098.808466,3059.051049,-5.897545,4.460679,2.256079
1028 ,4271.099791,4103.272252,3061.311165,-5.903303,4.455157,2.251952
1029 ,4265.183599,4107.730506,3063.567141,-5.909052,4.449629,2.247822
1030 ,4259.261652,4112.183223,3065.818974,-5.914794,4.444095,2.243689
1031 ,4253.333959,4116.630396,3068.066661,-5.920528,4.438554,2.239553
1032 ,4247.400527,4121.07202,3070.310199,-5.926254,4.433008,2.235414
1033 ,4241.461364,4125.508088,3072.549586,-5.931971,4.427456,2.231271
1034 ,4235.516479,4129.938594,3074.784817,-5.937681,4.421898,2.227126
1035 ,4229.565878,4134.363532,3077.015891,-5.943383,4.416334,2.222978
1036 ,4223.609571,4138.782897,3079.242803,-5.949077,4.410763,2.218827
1037 ,4217.647565,4143.196683,3081.465551,-5.954763,4.405187,2.214672
1038 ,4211.679868,4147.604882,3083.684133,-5.96044,4.399605,2.210515
1039 ,4205.706489,4152.007491,3085.898544,-5.96611,4.394017,2.206355
1040 ,4199.727435,4156.404501,3088.108782,-5.971772,4.388423,2.202191
1041 ,4193.742714,4160.795909,3090.314844,-5.977425,4.382823,2.198025
1042 ,4187.752335,4165.181706,3092.516727,-5.983071,4.377217,2.193856
1043 ,4181.756305,4169.561889,3094.714428,-5.988709,4.371605,2.189683
1044 ,4175.754633,4173.93645,3096.907943,-5.994338,4.365988,2.185508
1045 ,4169.747327,4178.305385,3099.097271,-5.999959,4.360364,2.18133
1046 ,4163.734394,4182.668686,3101.282408,-6.005573,4.354735,2.177149
1047 ,4157.715844,4187.026348,3103.46335,-6.011178,4.349099,2.172964
1048 ,4151.691683,4191.378365,3105.640096,-6.016775,4.343458,2.168777
1049 ,4145.661921,4195.724732,3107.812642,-6.022364,4.337811,2.164587
1050 ,4139.626565,4200.065442,3109.980985,-6.027945,4.332158,2.160394
1051 ,4133.585623,4204.40049,3112.145122,-6.033518,4.326499,2.156198
1052 ,4127.539103,4208.729869,3114.305051,-6.039082,4.320834,2.152
1053 ,4121.487015,4213.053574,3116.460768,-6.044639,4.315164,2.147798
1054 ,4115.429365,4217.371599,3118.61227,-6.050187,4.309488,2.143593
1055 ,4109.366162,4221.683939,3120.759555,-6.055727,4.303805,2.139386
1056 ,4103.297414,4225.990586,3122.902619,-6.06126,4.298117,2.135175
1057 ,4097.22313,4230.291536,3125.04146,-6.066783,4.292423,2.130962
1058 ,4091.143317,4234.586783,3127.176075,-6.072299,4.286724,2.126745
1059 ,4085.057984,4238.87632,3129.30646,-6.077807,4.281018,2.122526
1060 ,4078.967138,4243.160143,3131.432614,-6.083306,4.275307,2.118304
1061 ,4072.870789,4247.438245,3133.554533,-6.088797,4.26959,2.114079
1062 ,4066.768944,4251.71062,3135.672213,-6.09428,4.263867,2.109851
1063 ,4060.661612,4255.977263,3137.785654,-6.099755,4.258139,2.105621
1064 ,4054.5488,4260.238168,3139.89485,-6.105221,4.252405,2.101387
1065 ,4048.430518,4264.493329,3141.999801,-6.11068,4.246665,2.097151
1066 ,4042.306772,4268.742741,3144.100502,-6.11613,4.240919,2.092912
1067 ,4036.177572,4272.986397,3146.196951,-6.121572,4.235167,2.08867
1068 ,4030.042926,4277.224292,3148.289145,-6.127005,4.22941,2.084425
1069 ,4023.902842,4281.456421,3150.377081,-6.132431,4.223647,2.080177
1070 ,4017.757328,4285.682777,3152.460756,-6.137848,4.217878,2.075926
1071 ,4011.606393,4289.903354,3154.540168,-6.143256,4.212104,2.071673
1072 ,4005.450044,4294.118148,3156.615314,-6.148657,4.206324,2.067417
1073 ,3999.288291,4298.327152,3158.686191,-6.154049,4.200538,2.063158
1074 ,3993.121141,4302.530361,3160.752795,-6.159433,4.194747,2.058896
1075 ,3986.948603,4306.727768,3162.815125,-6.164809,4.188949,2.054631
1076 ,3980.770685,4310.919369,3164.873178,-6.170176,4.183147,2.050364
1077 ,3974.587396,4315.105158,3166.92695,-6.175535,4.177338,2.046094
1078 ,3968.398743,4319.285128,3168.976439,-6.180886,4.171524,2.041821
1079 ,3962.204735,4323.459275,3171.021642,-6.186228,4.165704,2.037545
1080 ,3956.005381,4327.627593,3173.062557,-6.191562,4.159879,2.033267
1081 ,3949.800688,4331.790075,3175.09918,-6.196888,4.154048,2.028985
1082 ,3943.590666,4335.946717,3177.131509,-6.202205,4.148211,2.024701
1083 ,3937.375322,4340.097513,3179.159541,-6.207514,4.142369,2.020415
1084 ,3931.154665,4344.242457,3181.183273,-6.212815,4.136521,2.016125
1085 ,3924.928703,4348.381544,3183.202703,-6.218107,4.130668,2.011833
1086 ,3918.697444,4352.514767,3185.217827,-6.223391,4.124809,2.007538
1087 ,3912.460898,4356.642122,3187.228644,-6.228667,4.118944,2.00324
1088 ,3906.219073,4360.763603,3189.23515,-6.233934,4.113074,1.99894
1089 ,3899.971976,4364.879203,3191.237342,-6.239192,4.107198,1.994637
1090 ,3893.719616,4368.988919,3193.235219,-6.244443,4.101317,1.990331
1091 ,3887.462002,4373.092743,3195.228776,-6.249685,4.09543,1.986022
1092 ,3881.199142,4377.190672,3197.218012,-6.254918,4.089538,1.981711
1093 ,3874.931045,4381.282698,3199.202924,-6.260143,4.08364,1.977397
1094 ,3868.657719,4385.368816,3201.183508,-6.26536,4.077737,1.973081
1095 ,3862.379172,4389.449022,3203.159764,-6.270568,4.071828,1.968761
1096 ,3856.095413,4393.523309,3205.131686,-6.275767,4.065913,1.964439
1097 ,3849.806451,4397.591671,3207.099274,-6.280959,4.059993,1.960115
1098 ,3843.512294,4401.654105,3209.062524,-6.286141,4.054068,1.955787
1099 ,3837.212949,4405.710603,3211.021434,-6.291316,4.048137,1.951457
1100 ,3830.908427,4409.76116,3212.976001,-6.296482,4.0422,1.947125
1101 ,3824.598735,4413.805772,3214.926222,-6.301639,4.036258,1.94279
1102 ,3818.283882,4417.844432,3216.872095,-6.306788,4.030311,1.938452
1103 ,3811.963876,4421.877135,3218.813617,-6.311928,4.024358,1.934111
1104 ,3805.638726,4425.903875,3220.750785,-6.31706,4.0184,1.929768
1105 ,3799.308441,4429.924648,3222.683597,-6.322183,4.012436,1.925422
1106 ,3792.973028,4433.939447,3224.61205,-6.327298,4.006467,1.921074
1107 ,3786.632497,4437.948267,3226.536142,-6.332404,4.000493,1.916723
1108 ,3780.286856,4441.951104,3228.45587,-6.337502,3.994513,1.912369
1109 ,3773.936113,4445.94795,3230.371231,-6.342591,3.988528,1.908013
1110 ,3767.580278,4449.938802,3232.282223,-6.347672,3.982537,1.903654
1111 ,3761.219358,4453.923653,3234.188843,-6.352744,3.976541,1.899293
1112 ,3754.853362,4457.902499,3236.091088,-6.357808,3.970539,1.894929
1113 ,3748.482299,4461.875333,3237.988956,-6.362863,3.964532,1.890562
1114 ,3742.106178,4465.84215,3239.882445,-6.367909,3.95852,1.886193
1115 ,3735.725007,4469.802946,3241.771551,-6.372947,3.952503,1.881821
1116 ,3729.338794,4473.757714,3243.656273,-6.377976,3.94648,1.877447
1117 ,3722.947549,4477.70645,3245.536607,-6.382997,3.940451,1.87307
1118 ,3716.551279,4481.649148,3247.412552,-6.388009,3.934418,1.868691
1119 ,3710.149994,4485.585802,3249.284104,-6.393012,3.928379,1.864309
1120 ,3703.743702,4489.516408,3251.151261,-6.398007,3.922335,1.859925
1121 ,3697.332411,4493.44096,3253.01402,-6.402993,3.916285,1.855538
1122 ,3690.916131,4497.359453,3254.87238,-6.407971,3.91023,1.851148
1123 ,3684.49487,4501.271881,3256.726336,-6.41294,3.90417,1.846756
1124 ,3678.068637,4505.178239,3258.575888,-6.4179,3.898105,1.842362
1125 ,3671.63744,4509.078521,3260.421032,-6.422852,3.892034,1.837965
1126 ,3665.201288,4512.972724,3262.261766,-6.427795,3.885958,1.833565
1127 ,3658.760189,4516.860841,3264.098088,-6.432729,3.879877,1.829164
1128 ,3652.314153,4520.742867,3265.929994,-6.437655,3.87379,1.824759
1129 ,3645.863188,4524.618796,3267.757482,-6.442571,3.867698,1.820352
1130 ,3639.407303,4528.488624,3269.580551,-6.44748,3.861601,1.815943
1131 ,3632.946506,4532.352346,3271.399197,-6.452379,3.855499,1.811531
1132 ,3626.480806,4536.209955,3273.213418,-6.45727,3.849392,1.807116
1133 ,3620.010212,4540.061447,3275.023211,-6.462152,3.843279,1.8027
1134 ,3613.534733,4543.906817,3276.828575,-6.467026,3.837161,1.79828
1135 ,3607.054377,4547.74606,3278.629506,-6.471891,3.831038,1.793859
1136 ,3600.569153,4551.579169,3280.426002,-6.476747,3.82491,1.789435
1137 ,3594.079069,4555.406141,3282.218061,-6.481594,3.818777,1.785008
1138 ,3587.584136,4559.226969,3284.00568,-6.486433,3.812638,1.780579
1139 ,3581.08436,4563.04165,3285.788856,-6.491262,3.806495,1.776148
1140 ,3574.579752,4566.850176,3287.567589,-6.496083,3.800346,1.771714
1141 ,3568.070319,4570.652544,3289.341874,-6.500896,3.794192,1.767278
1142 ,3561.556071,4574.448749,3291.11171,-6.505699,3.788033,1.762839
1143 ,3555.037016,4578.238784,3292.877094,-6.510494,3.781868,1.758398
1144 ,3548.513164,4582.022646,3294.638023,-6.51528,3.775699,1.753954
1145 ,3541.984522,4585.800328,3296.394496,-6.520057,3.769525,1.749509
1146 ,3535.4511,4589.571826,3298.14651,-6.524826,3.763345,1.74506
1147 ,3528.912907,4593.337134,3299.894063,-6.529586,3.75716,1.74061
1148 ,3522.369951,4597.096248,3301.637152,-6.534336,3.750971,1.736157
1149 ,3515.822241,4600.849163,3303.375775,-6.539078,3.744776,1.731702
1150 ,3509.269787,4604.595873,3305.109929,-6.543812,3.738576,1.727244
1151 ,3502.712596,4608.336373,3306.839612,-6.548536,3.732371,1.722784
1152 ,3496.150677,4612.070658,3308.564822,-6.553252,3.726161,1.718322
1153 ,3489.584041,4615.798724,3310.285557,-6.557958,3.719946,1.713857
1154 ,3483.012694,4619.520565,3312.001813,-6.562656,3.713726,1.70939
1155 ,3476.436647,4623.236175,3313.713589,-6.567345,3.707501,1.704921
1156 ,3469.855908,4626.945551,3315.420883,-6.572026,3.70127,1.700449
1157 ,3463.270486,4630.648687,3317.123692,-6.576697,3.695035,1.695975
1158 ,3456.68039,4634.345578,3318.822014,-6.581359,3.688795,1.691499
1159 ,3450.085628,4638.036219,3320.515846,-6.586013,3.68255,1.68702
1160 ,3443.48621,4641.720605,3322.205186,-6.590658,3.6763,1.682539
1161 ,3436.882145,4645.398731,3323.890032,-6.595294,3.670045,1.678056
1162 ,3430.273441,4649.070592,3325.570382,-6.59992,3.663785,1.673571
1163 ,3423.660107,4652.736183,3327.246233,-6.604539,3.65752,1.669083
1164 ,3417.042153,4656.395499,3328.917583,-6.609148,3.65125,1.664593
1165 ,3410.419587,4660.048536,3330.58443,-6.613748,3.644975,1.660101
1166 ,3403.792417,4663.695287,3332.246771,-6.618339,3.638695,1.655606
1167 ,3397.160654,4667.335749,3333.904605,-6.622922,3.63241,1.65111
1168 ,3390.524306,4670.969916,3335.557928,-6.627495,3.62612,1.646611
1169 ,3383.883382,4674.597784,3337.206739,-6.63206,3.619826,1.642109
1170 ,3377.237891,4678.219347,3338.851036,-6.636615,3.613526,1.637606
1171 ,3370.587841,4681.834601,3340.490816,-6.641162,3.607222,1.6331
1172 ,3363.933242,4685.44354,3342.126077,-6.6457,3.600912,1.628592
1173 ,3357.274103,4689.046161,3343.756816,-6.650228,3.594598,1.624082
1174 ,3350.610433,4692.642457,3345.383032,-6.654748,3.588279,1.61957
1175 ,3343.942241,4696.232425,3347.004723,-6.659259,3.581955,1.615055
1176 ,3337.269535,4699.816058,3348.621886,-6.663761,3.575627,1.610538
1177 ,3330.592325,4703.393353,3350.234518,-6.668254,3.569293,1.60602
1178 ,3323.910619,4706.964305,3351.842619,-6.672737,3.562954,1.601498
1179 ,3317.224428,4710.528908,3353.446185,-6.677212,3.556611,1.596975
1180 ,3310.533759,4714.087158,3355.045214,-6.681678,3.550263,1.59245
1181 ,3303.838621,4717.63905,3356.639704,-6.686135,3.54391,1.587922
1182 ,3297.139025,4721.18458,3358.229654,-6.690583,3.537553,1.583392
1183 ,3290.434978,4724.723741,3359.81506,-6.695022,3.53119,1.57886
1184 ,3283.726491,4728.256531,3361.395922,-6.699451,3.524823,1.574326
1185 ,3277.013571,4731.782943,3362.972235,-6.703872,3.518451,1.56979
1186 ,3270.296228,4735.302974,3364.543999,-6.708284,3.512074,1.565251
1187 ,3263.574471,4738.816617,3366.111212,-6.712687,3.505693,1.560711
1188 ,3256.848309,4742.32387,3367.67387,-6.71708,3.499306,1.556168
1189 ,3250.117752,4745.824726,3369.231973,-6.721465,3.492915,1.551624
1190 ,3243.382807,4749.319181,3370.785517,-6.72584,3.486519,1.547077
1191 ,3236.643485,4752.807231,3372.334501,-6.730207,3.480119,1.542528
1192 ,3229.899794,4756.28887,3373.878923,-6.734564,3.473714,1.537977
1193 ,3223.151744,4759.764094,3375.418781,-6.738912,3.467304,1.533423
1194 ,3216.399343,4763.232898,3376.954072,-6.743251,3.460889,1.528868
1195 ,3209.642601,4766.695278,3378.484794,-6.747582,3.45447,1.524311
1196 ,3202.881527,4770.151228,3380.010945,-6.751903,3.448046,1.519751
1197 ,3196.116129,4773.600745,3381.532524,-6.756214,3.441617,1.51519
1198 ,3189.346418,4777.043823,3383.049528,-6.760517,3.435184,1.510626
1199 ,3182.572402,4780.480458,3384.561955,-6.764811,3.428746,1.506061
1200 ,3175.79409,4783.910645,3386.069803,-6.769095,3.422304,1.501493
1201 ,3169.011491,4787.33438,3387.57307,-6.773371,3.415856,1.496923
1202 ,3162.224615,4790.751657,3389.071754,-6.777637,3.409404,1.492352
1203 ,3155.433471,4794.162473,3390.565853,-6.781894,3.402948,1.487778
1204 ,3148.638068,4797.566822,3392.055365,-6.786142,3.396487,1.483202
1205 ,3141.838414,4800.9647,3393.540288,-6.790381,3.390021,1.478624
1206 ,3135.03452,4804.356103,3395.020619,-6.794611,3.383551,1.474045
1207 ,3128.226395,4807.741025,3396.496357,-6.798831,3.377076,1.469463
1208 ,3121.414046,4811.119463,3397.9675,-6.803043,3.370597,1.464879
1209 ,3114.597485,4814.491411,3399.434046,-6.807245,3.364113,1.460293
1210 ,3107.77672,4817.856865,3400.895992,-6.811438,3.357624,1.455705
1211 ,3100.951759,4821.215821,3402.353338,-6.815622,3.351131,1.451115
1212 ,3094.122613,4824.568274,3403.80608,-6.819796,3.344633,1.446524
1213 ,3087.289291,4827.914219,3405.254217,-6.823962,3.338131,1.44193
1214 ,3080.451801,4831.253652,3406.697747,-6.828118,3.331624,1.437334
1215 ,3073.610154,4834.586568,3408.136667,-6.832265,3.325113,1.432737
1216 ,3066.764357,4837.912963,3409.570977,-6.836403,3.318598,1.428137
1217 ,3059.914421,4841.232833,3411.000673,-6.840532,3.312077,1.423535
1218 ,3053.060355,4844.546172,3412.425755,-6.844651,3.305553,1.418932
1219 ,3046.202167,4847.852977,3413.84622,-6.848761,3.299023,1.414326
1220 ,3039.339868,4851.153243,3415.262066,-6.852862,3.29249,1.409719
1221 ,3032.473466,4854.446965,3416.673291,-6.856954,3.285952,1.40511
1222 ,3025.602971,4857.734139,3418.079893,-6.861036,3.279409,1.400499
1223 ,3018.728392,4861.01476,3419.481871,-6.865109,3.272862,1.395886
1224 ,3011.849738,4864.288824,3420.879222,-6.869173,3.266311,1.391271
1225 ,3004.967019,4867.556328,3422.271945,-6.873228,3.259755,1.386654
1226 ,2998.080243,4870.817265,3423.660037,-6.877273,3.253195,1.382035
1227 ,2991.189421,4874.071632,3425.043498,-6.881309,3.24663,1.377414
1228 ,2984.294561,4877.319424,3426.422324,-6.885336,3.240061,1.372792
1229 ,2977.395672,4880.560637,3427.796514,-6.889354,3.233487,1.368167
1230 ,2970.492764,4883.795267,3429.166066,-6.893362,3.226909,1.363541
1231 ,2963.585847,4887.023309,3430.530979,-6.897361,3.220327,1.358913
1232 ,2956.674929,4890.244759,3431.89125,-6.901351,3.213741,1.354283
1233 ,2949.760021,4893.459612,3433.246878,-6.905331,3.20715,1.349651
1234 ,2942.84113,4896.667864,3434.59786,-6.909302,3.200554,1.345017
1235 ,2935.918267,4899.869511,3435.944195,-6.913264,3.193955,1.340382
1236 ,2928.991441,4903.064548,3437.285882,-6.917216,3.187351,1.335745
1237 ,2922.060661,4906.252972,3438.622917,-6.921159,3.180742,1.331105
1238 ,2915.125937,4909.434777,3439.9553,-6.925093,3.17413,1.326464
1239 ,2908.187278,4912.609959,3441.283028,-6.929017,3.167513,1.321822
1240 ,2901.244693,4915.778515,3442.606101,-6.932932,3.160892,1.317177
1241 ,2894.298191,4918.940439,3443.924515,-6.936838,3.154266,1.312531
1242 ,2887.347783,4922.095728,3445.238269,-6.940734,3.147637,1.307883
1243 ,2880.393477,4925.244378,3446.547362,-6.944621,3.141003,1.303233
1244 ,2873.435283,4928.386383,3447.851792,-6.948499,3.134364,1.298581
1245 ,2866.47321,4931.52174,3449.151556,-6.952367,3.127722,1.293927
1246 ,2859.507268,4934.650444,3450.446653,-6.956226,3.121075,1.289272
1247 ,2852.537465,4937.772492,3451.737082,-6.960075,3.114424,1.284615
1248 ,2845.563812,4940.887879,3453.02284,-6.963915,3.107769,1.279956
1249 ,2838.586318,4943.9966,3454.303925,-6.967746,3.101109,1.275296
1250 ,2831.604992,4947.098652,3455.580337,-6.971567,3.094446,1.270634
1251 ,2824.619844,4950.194031,3456.852074,-6.975379,3.087778,1.26597
1252 ,2817.630882,4953.282731,3458.119132,-6.979182,3.081106,1.261304
1253 ,2810.638117,4956.36475,3459.381512,-6.982975,3.07443,1.256637
1254 ,2803.641558,4959.440082,3460.63921,-6.986758,3.067749,1.251967
1255 ,2796.641214,4962.508724,3461.892226,-6.990533,3.061065,1.247297
1256 ,2789.637095,4965.570672,3463.140558,-6.994297,3.054376,1.242624
1257 ,2782.62921,4968.62592,3464.384204,-6.998053,3.047683,1.23795
1258 ,2775.617569,4971.674467,3465.623162,-7.001799,3.040986,1.233274
1259 ,2768.602181,4974.716306,3466.85743,-7.005535,3.034285,1.228596
1260 ,2761.583055,4977.751434,3468.087008,-7.009262,3.02758,1.223917
1261 ,2754.560202,4980.779846,3469.311892,-7.01298,3.020871,1.219236
1262 ,2747.53363,4983.80154,3470.532083,-7.016688,3.014157,1.214553
1263 ,2740.503349,4986.81651,3471.747577,-7.020387,3.00744,1.209869
1264 ,2733.469368,4989.824753,3472.958373,-7.024076,3.000719,1.205183
1265 ,2726.431698,4992.826264,3474.16447,-7.027755,2.993993,1.200496
